building	effect	effect_scope	value	value_damaged	value_ruined
inv_gre_city_centre_library_2	rom_building_recruitment_agent_level_dignitary	this_province	1.0	1.0	0.0
inv_gre_city_centre_library_2	rom_building_research_points	this_faction	10.0	3.0	0.0
inv_gre_city_centre_library_3	rom_any_corruption_mod_global	this_faction	-2.0	0.0	0.0
inv_gre_city_centre_library_3	rom_building_culture_conversion_hellenic	this_region	2.0	1.0	0.0
inv_gre_city_centre_library_3	rom_building_food_consumption	this_region	4.0	4.0	0.0
inv_gre_city_centre_library_3	rom_building_gdp_mod_culture_all	regions_in_this_province	20.0	10.0	0.0
inv_gre_city_centre_library_3	rom_building_public_order_happiness	this_province	8.0	4.0	0.0
inv_gre_city_centre_library_3	rom_building_recruitment_agent_level_dignitary	this_province	2.0	1.0	0.0
inv_gre_city_centre_library_3	rom_building_research_points	this_faction	15.0	6.0	0.0
inv_gre_city_centre_library_4	rom_any_corruption_mod_global	this_faction	-3.0	0.0	0.0
inv_gre_city_centre_library_4	rom_building_culture_conversion_hellenic	this_region	3.0	2.0	0.0
inv_gre_city_centre_library_4	rom_building_food_consumption	this_region	8.0	8.0	0.0
inv_gre_city_centre_library_4	rom_building_gdp_mod_culture_all	regions_in_this_province	30.0	15.0	0.0
inv_gre_city_centre_library_4	rom_building_public_order_happiness	this_province	12.0	6.0	0.0
inv_gre_city_centre_library_4	rom_building_recruitment_agent_level_dignitary	this_province	3.0	1.0	0.0
inv_gre_city_centre_library_4	rom_building_research_points	this_faction	20.0	12.0	0.0
inv_gre_city_centre_library_taranto_2	rom_building_culture_conversion_hellenic	this_region	1.0	1.0	0.0
inv_gre_city_centre_library_taranto_2	rom_building_food_consumption	this_region	2.0	2.0	0.0
inv_gre_city_centre_library_taranto_2	rom_building_gdp_mod_culture_all	regions_in_this_province	10.0	5.0	0.0
inv_gre_city_centre_library_taranto_2	rom_building_public_order_happiness	this_province	2.0	1.0	0.0
inv_gre_city_centre_library_taranto_2	rom_building_recruitment_agent_level_dignitary	this_province	1.0	1.0	0.0
inv_gre_city_centre_library_taranto_2	rom_building_research_points	this_faction	6.0	3.0	0.0
inv_gre_city_centre_library_taranto_3	rom_building_culture_conversion_hellenic	this_region	2.0	1.0	0.0
inv_gre_city_centre_library_taranto_3	rom_building_food_consumption	this_region	4.0	4.0	0.0
inv_gre_city_centre_library_taranto_3	rom_building_gdp_mod_culture_all	regions_in_this_province	20.0	10.0	0.0
inv_gre_city_centre_library_taranto_3	rom_building_public_order_happiness	this_province	2.0	1.0	0.0
inv_gre_city_centre_library_taranto_3	rom_building_recruitment_agent_level_dignitary	this_province	2.0	1.0	0.0
inv_gre_city_centre_library_taranto_3	rom_building_research_points	this_faction	12.0	6.0	0.0
inv_gre_city_centre_library_taranto_4	rom_building_culture_conversion_hellenic	this_region	3.0	2.0	0.0
inv_gre_city_centre_library_taranto_4	rom_building_food_consumption	this_region	8.0	8.0	0.0
inv_gre_city_centre_library_taranto_4	rom_building_gdp_mod_culture_all	regions_in_this_province	30.0	15.0	0.0
inv_gre_city_centre_library_taranto_4	rom_building_public_order_happiness	this_province	4.0	2.0	0.0
inv_gre_city_centre_library_taranto_4	rom_building_recruitment_agent_level_dignitary	this_province	3.0	1.0	0.0
inv_gre_city_centre_library_taranto_4	rom_building_research_points	this_faction	24.0	12.0	0.0
inv_gre_city_centre_slave_2	rom_building_gdp_mod_agriculture_all	regions_in_this_province	10.0	5.0	0.0
inv_gre_city_centre_slave_2	rom_building_gdp_mod_industry	regions_in_this_province	10.0	5.0	0.0
inv_gre_city_centre_slave_2	rom_building_gdp_trade_local	this_building	100.0	50.0	0.0
inv_gre_city_centre_slave_2	rom_building_public_order_happiness	this_province	-4.0	-2.0	0.0
inv_gre_city_centre_slave_2	rom_building_recruitment_agent_level_spy	this_province	1.0	0.0	0.0
inv_gre_city_centre_slave_2	rom_building_slave_decrease_mod	this_province	25.0	13.0	0.0
inv_gre_city_centre_slave_2	rom_building_slave_gpd_mod	this_province	25.0	13.0	0.0
inv_gre_city_centre_slave_3	rom_building_gdp_mod_agriculture_all	regions_in_this_province	20.0	10.0	0.0
inv_gre_city_centre_slave_3	rom_building_gdp_mod_industry	regions_in_this_province	20.0	10.0	0.0
inv_gre_city_centre_slave_3	rom_building_gdp_trade_local	this_building	250.0	125.0	0.0
inv_gre_city_centre_slave_3	rom_building_public_order_happiness	this_province	-8.0	-4.0	0.0
inv_gre_city_centre_slave_3	rom_building_recruitment_agent_level_spy	this_province	3.0	1.0	0.0
inv_gre_city_centre_slave_3	rom_building_slave_decrease_mod	this_province	50.0	25.0	0.0
inv_gre_city_centre_slave_3	rom_building_slave_gpd_mod	this_province	50.0	25.0	0.0
inv_gre_city_centre_taranto_1	rom_building_gdp_trade_local	this_building	50.0	25.0	0.0
inv_gre_city_centre_taranto_1	rom_building_public_order_happiness	this_province	1.0	1.0	0.0
inv_gre_city_centre_taranto_1	rom_building_research_points	this_faction	3.0	1.0	0.0
inv_gre_city_centre_taranto_food_2	rom_building_food_farming_grain	this_region	3.0	1.0	0.0
inv_gre_city_centre_taranto_food_2	rom_building_gdp_mod_agriculture_all	regions_in_this_province	10.0	5.0	0.0
inv_gre_city_centre_taranto_food_2	rom_building_gdp_trade_local	this_building	200.0	100.0	0.0
inv_gre_city_centre_taranto_food_2	rom_building_public_order_happiness	this_province	-4.0	-4.0	0.0
inv_gre_city_centre_taranto_food_2	rom_building_trade_tariffs_all	this_faction	6.0	3.0	0.0
inv_gre_city_centre_taranto_food_3	rom_building_food_farming_grain	this_region	6.0	3.0	0.0
inv_gre_city_centre_taranto_food_3	rom_building_gdp_mod_agriculture_all	regions_in_this_province	20.0	10.0	0.0
inv_gre_city_centre_taranto_food_3	rom_building_gdp_trade_local	this_building	250.0	150.0	0.0
inv_gre_city_centre_taranto_food_3	rom_building_public_order_happiness	this_province	-8.0	-8.0	0.0
inv_gre_city_centre_taranto_food_3	rom_building_trade_tariffs_all	this_faction	12.0	6.0	0.0
inv_gre_city_centre_taranto_food_4	rom_building_food_farming_grain	this_region	9.0	4.0	0.0
inv_gre_city_centre_taranto_food_4	rom_building_gdp_mod_agriculture_all	regions_in_this_province	30.0	15.0	0.0
inv_gre_city_centre_taranto_food_4	rom_building_gdp_trade_local	this_building	300.0	200.0	0.0
inv_gre_city_centre_taranto_food_4	rom_building_public_order_happiness	this_province	-16.0	-16.0	0.0
inv_gre_city_centre_taranto_food_4	rom_building_trade_tariffs_all	this_faction	18.0	9.0	0.0
inv_gre_city_centre_taranto_library_2	government_action_cost_mod	this_faction	-3.0	-2.0	0.0
inv_gre_city_centre_taranto_library_2	rom_building_culture_conversion_hellenic	this_region	1.0	0.0	0.0
inv_gre_city_centre_taranto_library_2	rom_building_food_consumption	this_region	2.0	2.0	0.0
inv_gre_city_centre_taranto_library_2	rom_building_gdp_mod_culture_all	regions_in_this_province	10.0	5.0	0.0
inv_gre_city_centre_taranto_library_2	rom_building_public_order_happiness	this_province	2.0	1.0	0.0
inv_gre_city_centre_taranto_library_2	rom_building_recruitment_agent_level_dignitary	this_province	1.0	0.0	0.0
inv_gre_city_centre_taranto_library_2	rom_building_research_points	this_faction	6.0	3.0	0.0
inv_gre_city_centre_taranto_library_3	government_action_cost_mod	this_faction	-6.0	-3.0	0.0
inv_gre_city_centre_taranto_library_3	rom_building_culture_conversion_hellenic	this_region	2.0	1.0	0.0
inv_gre_city_centre_taranto_library_3	rom_building_food_consumption	this_region	4.0	4.0	0.0
inv_gre_city_centre_taranto_library_3	rom_building_gdp_mod_culture_all	regions_in_this_province	20.0	10.0	0.0
inv_gre_city_centre_taranto_library_3	rom_building_public_order_happiness	this_province	4.0	2.0	0.0
inv_gre_city_centre_taranto_library_3	rom_building_recruitment_agent_level_dignitary	this_province	2.0	0.0	0.0
inv_gre_city_centre_taranto_library_3	rom_building_research_points	this_faction	12.0	6.0	0.0
inv_gre_city_centre_taranto_library_4	government_action_cost_mod	this_faction	-10.0	-5.0	0.0
inv_gre_city_centre_taranto_library_4	rom_building_culture_conversion_hellenic	this_region	3.0	2.0	0.0
inv_gre_city_centre_taranto_library_4	rom_building_food_consumption	this_region	8.0	8.0	0.0
inv_gre_city_centre_taranto_library_4	rom_building_gdp_mod_culture_all	regions_in_this_province	30.0	15.0	0.0
inv_gre_city_centre_taranto_library_4	rom_building_public_order_happiness	this_province	6.0	3.0	0.0
inv_gre_city_centre_taranto_library_4	rom_building_recruitment_agent_level_dignitary	this_province	3.0	0.0	0.0
inv_gre_city_centre_taranto_library_4	rom_building_research_points	this_faction	24.0	12.0	0.0
inv_gre_city_centre_taranto_slave_2	rom_building_gdp_mod_agriculture_all	regions_in_this_province	10.0	5.0	0.0
inv_gre_city_centre_taranto_slave_2	rom_building_gdp_mod_industry	regions_in_this_province	10.0	5.0	0.0
inv_gre_city_centre_taranto_slave_2	rom_building_gdp_trade_local	this_building	100.0	50.0	0.0
inv_gre_city_centre_taranto_slave_2	rom_building_public_order_happiness	this_province	-4.0	-2.0	0.0
inv_gre_city_centre_taranto_slave_2	rom_building_recruitment_agent_level_spy	this_province	1.0	0.0	0.0
inv_gre_city_centre_taranto_slave_2	rom_building_slave_decrease_mod	this_province	25.0	13.0	0.0
inv_gre_city_centre_taranto_slave_2	rom_building_slave_gpd_mod	this_province	25.0	13.0	0.0
inv_gre_city_centre_taranto_slave_3	rom_building_gdp_mod_agriculture_all	regions_in_this_province	20.0	10.0	0.0
inv_gre_city_centre_taranto_slave_3	rom_building_gdp_mod_industry	regions_in_this_province	20.0	10.0	0.0
inv_gre_city_centre_taranto_slave_3	rom_building_gdp_trade_local	this_building	250.0	125.0	0.0
inv_gre_city_centre_taranto_slave_3	rom_building_public_order_happiness	this_province	-8.0	-4.0	0.0
inv_gre_city_centre_taranto_slave_3	rom_building_recruitment_agent_level_spy	this_province	3.0	1.0	0.0
inv_gre_city_centre_taranto_slave_3	rom_building_slave_decrease_mod	this_province	50.0	25.0	0.0
inv_gre_city_centre_taranto_slave_3	rom_building_slave_gpd_mod	this_province	50.0	25.0	0.0
inv_gre_city_centre_taranto_theatre_2	rom_building_culture_conversion_hellenic	this_region	2.0	1.0	0.0
inv_gre_city_centre_taranto_theatre_2	rom_building_food_consumption	this_region	1.0	1.0	0.0
inv_gre_city_centre_taranto_theatre_2	rom_building_gdp_culture_entertainment	this_building	100.0	50.0	0.0
inv_gre_city_centre_taranto_theatre_2	rom_building_public_order_happiness	this_province	5.0	2.0	0.0
inv_gre_city_centre_taranto_theatre_3	rom_building_culture_conversion_hellenic	this_region	3.0	2.0	0.0
inv_gre_city_centre_taranto_theatre_3	rom_building_food_consumption	this_region	4.0	4.0	0.0
inv_gre_city_centre_taranto_theatre_3	rom_building_gdp_culture_entertainment	this_building	125.0	75.0	0.0
inv_gre_city_centre_taranto_theatre_3	rom_building_public_order_happiness	this_province	10.0	5.0	0.0
inv_gre_city_centre_taranto_theatre_4	rom_building_culture_conversion_hellenic	this_region	4.0	2.0	0.0
inv_gre_city_centre_taranto_theatre_4	rom_building_food_consumption	this_region	8.0	8.0	0.0
inv_gre_city_centre_taranto_theatre_4	rom_building_gdp_culture_entertainment	this_building	150.0	100.0	0.0
inv_gre_city_centre_taranto_theatre_4	rom_building_public_order_happiness	this_province	20.0	10.0	0.0
inv_gre_city_centre_theatre_2	rom_building_culture_conversion_hellenic	this_region	2.0	1.0	0.0
inv_gre_city_centre_theatre_2	rom_building_food_consumption	this_region	1.0	1.0	0.0
inv_gre_city_centre_theatre_2	rom_building_gdp_culture_entertainment	this_building	100.0	50.0	0.0
inv_gre_city_centre_theatre_2	rom_building_public_order_happiness	this_province	5.0	2.0	0.0
inv_gre_city_centre_theatre_3	rom_building_culture_conversion_hellenic	this_region	3.0	2.0	0.0
inv_gre_city_centre_theatre_3	rom_building_food_consumption	this_region	4.0	4.0	0.0
inv_gre_city_centre_theatre_3	rom_building_gdp_culture_entertainment	this_building	125.0	75.0	0.0
inv_gre_city_centre_theatre_3	rom_building_public_order_happiness	this_province	10.0	5.0	0.0
inv_gre_city_centre_theatre_4	rom_building_culture_conversion_hellenic	this_region	4.0	2.0	0.0
inv_gre_city_centre_theatre_4	rom_building_food_consumption	this_region	8.0	8.0	0.0
inv_gre_city_centre_theatre_4	rom_building_gdp_culture_entertainment	this_building	150.0	100.0	0.0
inv_gre_city_centre_theatre_4	rom_building_public_order_happiness	this_province	20.0	10.0	0.0
inv_gre_industrial_1	rom_building_gdp_industry_manufacture	this_building	100.0	50.0	0.0
inv_gre_industrial_amphora_2	rom_building_gdp_industry_manufacture	this_building	100.0	50.0	0.0
inv_gre_industrial_amphora_2	rom_building_gdp_mod_agriculture_all	regions_in_this_province	5.0	3.0	0.0
inv_gre_industrial_amphora_2	rom_building_gdp_mod_trade_all	regions_in_this_province	10.0	5.0	0.0
inv_gre_industrial_amphora_2	rom_building_public_order_happiness	this_province	-2.0	-1.0	0.0
inv_gre_industrial_amphora_3	rom_building_gdp_industry_manufacture	this_building	125.0	75.0	0.0
inv_gre_industrial_amphora_3	rom_building_gdp_mod_agriculture_all	regions_in_this_province	10.0	5.0	0.0
inv_gre_industrial_amphora_3	rom_building_gdp_mod_trade_all	regions_in_this_province	20.0	10.0	0.0
inv_gre_industrial_amphora_3	rom_building_public_order_happiness	this_province	-4.0	-2.0	0.0
inv_gre_industrial_amphora_4	rom_building_gdp_industry_manufacture	this_building	150.0	100.0	0.0
inv_gre_industrial_amphora_4	rom_building_gdp_mod_agriculture_all	regions_in_this_province	20.0	10.0	0.0
inv_gre_industrial_amphora_4	rom_building_gdp_mod_trade_all	regions_in_this_province	30.0	15.0	0.0
inv_gre_industrial_amphora_4	rom_building_public_order_happiness	this_province	-8.0	-4.0	0.0
inv_gre_industrial_jeweller_2	rom_building_gdp_industry_manufacture	this_building	200.0	100.0	0.0
inv_gre_industrial_jeweller_2	rom_building_gdp_mod_industry_mining	regions_in_this_province	5.0	3.0	0.0
inv_gre_industrial_jeweller_2	rom_building_public_order_happiness	this_province	-2.0	-2.0	0.0
inv_gre_industrial_jeweller_3	rom_building_gdp_industry_manufacture	this_building	300.0	200.0	0.0
inv_gre_industrial_jeweller_3	rom_building_gdp_mod_industry_mining	regions_in_this_province	10.0	5.0	0.0
inv_gre_industrial_jeweller_3	rom_building_public_order_happiness	this_province	-4.0	-4.0	0.0
inv_gre_industrial_jeweller_4	rom_building_gdp_industry_manufacture	this_building	400.0	300.0	0.0
inv_gre_industrial_jeweller_4	rom_building_gdp_mod_industry_mining	regions_in_this_province	15.0	8.0	0.0
inv_gre_industrial_jeweller_4	rom_building_public_order_happiness	this_province	-8.0	-8.0	0.0
inv_gre_industrial_mint_2	rom_building_gdp_mod_industry_manufacturing	regions_in_this_province	5.0	3.0	0.0
inv_gre_industrial_mint_2	rom_building_gdp_trade_local	this_building	150.0	75.0	0.0
inv_gre_industrial_mint_2	rom_building_public_order_happiness	this_province	-2.0	-2.0	0.0
inv_gre_industrial_mint_2	rom_building_trade_tariffs_all	this_faction	5.0	2.0	0.0
inv_gre_industrial_mint_3	rom_building_gdp_mod_industry_manufacturing	regions_in_this_province	10.0	5.0	0.0
inv_gre_industrial_mint_3	rom_building_gdp_trade_local	this_building	200.0	125.0	0.0
inv_gre_industrial_mint_3	rom_building_public_order_happiness	this_province	-4.0	-4.0	0.0
inv_gre_industrial_mint_3	rom_building_trade_tariffs_all	this_faction	10.0	5.0	0.0
inv_gre_industrial_mint_4	rom_building_gdp_mod_industry_manufacturing	regions_in_this_province	20.0	10.0	0.0
inv_gre_industrial_mint_4	rom_building_gdp_trade_local	this_building	250.0	175.0	0.0
inv_gre_industrial_mint_4	rom_building_public_order_happiness	this_province	-8.0	-4.0	0.0
inv_gre_industrial_mint_4	rom_building_trade_tariffs_all	this_faction	15.0	7.0	0.0
inv_gre_major_town_1	rom_building_culture_conversion_hellenic	this_region	1.0	1.0	0.0
inv_gre_major_town_1	rom_building_gdp_mod_all	regions_in_this_province	6.0	3.0	0.0
inv_gre_major_town_1	rom_building_gdp_subsistence	this_building	200.0	150.0	0.0
inv_gre_major_town_1	rom_building_growth_all	this_province	3.0	3.0	0.0
inv_gre_major_town_1	rom_hidden_walls_15m	this_region	1.0	1.0	1.0
inv_gre_major_town_1	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
inv_gre_major_town_2	rom_building_culture_conversion_hellenic	this_region	2.0	1.0	0.0
inv_gre_major_town_2	rom_building_food_consumption	this_region	1.0	1.0	0.0
inv_gre_major_town_2	rom_building_gdp_mod_all	regions_in_this_province	8.0	4.0	0.0
inv_gre_major_town_2	rom_building_gdp_subsistence	this_building	300.0	200.0	0.0
inv_gre_major_town_2	rom_building_growth_all	this_province	5.0	3.0	0.0
inv_gre_major_town_2	rom_building_public_order_happiness	this_province	-1.0	-1.0	0.0
inv_gre_major_town_2	rom_building_road	this_region	3.0	3.0	0.0
inv_gre_major_town_2	rom_building_wall_defences_enable_arrow_towers	this_region	1.0	1.0	0.0
inv_gre_major_town_2	rom_hidden_walls_15m	this_region	1.0	1.0	1.0
inv_gre_major_town_2	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
inv_gre_major_town_3	rom_building_culture_conversion_hellenic	this_region	4.0	2.0	0.0
inv_gre_major_town_3	rom_building_food_consumption	this_region	4.0	4.0	0.0
inv_gre_major_town_3	rom_building_gdp_mod_all	regions_in_this_province	10.0	5.0	0.0
inv_gre_major_town_3	rom_building_gdp_subsistence	this_building	400.0	250.0	0.0
inv_gre_major_town_3	rom_building_growth_all	this_province	7.0	4.0	0.0
inv_gre_major_town_3	rom_building_public_order_happiness	this_province	-2.0	-2.0	0.0
inv_gre_major_town_3	rom_building_road	this_region	7.0	7.0	0.0
inv_gre_major_town_3	rom_building_wall_defences_enable_arrow_towers	this_region	1.0	1.0	0.0
inv_gre_major_town_3	rom_hidden_walls_15m	this_region	1.0	1.0	1.0
inv_gre_major_town_3	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
inv_gre_major_town_4	rom_building_culture_conversion_hellenic	this_region	6.0	3.0	0.0
inv_gre_major_town_4	rom_building_food_consumption	this_region	8.0	8.0	0.0
inv_gre_major_town_4	rom_building_gdp_mod_all	regions_in_this_province	12.0	6.0	0.0
inv_gre_major_town_4	rom_building_gdp_subsistence	this_building	500.0	300.0	0.0
inv_gre_major_town_4	rom_building_growth_all	this_province	9.0	5.0	0.0
inv_gre_major_town_4	rom_building_public_order_happiness	this_province	-4.0	-4.0	0.0
inv_gre_major_town_4	rom_building_wall_defences_enable_arrow_towers	this_region	1.0	1.0	0.0
inv_gre_major_town_4	rom_hidden_walls_15m	this_region	1.0	1.0	1.0
inv_gre_major_town_4	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
inv_gre_major_town_5	rom_building_culture_conversion_hellenic	in_all_your_regions	3.0	2.0	0.0
inv_gre_major_town_5	rom_building_food_consumption	this_region	10.0	10.0	0.0
inv_gre_major_town_5	rom_building_gdp_mod_all	regions_in_this_province	20.0	10.0	0.0
inv_gre_major_town_5	rom_building_gdp_subsistence	this_building	1000.0	500.0	0.0
inv_gre_major_town_5	rom_building_growth_all	this_province	12.0	6.0	0.0
inv_gre_major_town_5	rom_building_public_order_happiness	this_province	-8.0	-8.0	0.0
inv_gre_major_town_5	rom_building_wall_defences_enable_scorpio_towers	this_region	1.0	1.0	0.0
inv_gre_major_town_5	rom_hidden_walls_15m	this_region	1.0	1.0	1.0
inv_gre_major_town_5	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
inv_gre_military_2	rom_building_food_consumption	this_region	1.0	1.0	0.0
inv_gre_military_2	rom_building_recruitment_points	this_province	1.0	0.0	0.0
inv_gre_military_3	rom_building_food_consumption	this_region	4.0	4.0	0.0
inv_gre_military_3	rom_building_recruitment_points	this_province	2.0	2.0	0.0
inv_gre_military_4	rom_building_food_consumption	this_region	8.0	8.0	0.0
inv_gre_military_4	rom_building_recruitment_points	this_province	3.0	3.0	0.0
inv_gre_military_buff_1	rom_building_food_consumption	this_region	1.0	1.0	0.0
inv_gre_military_buff_1	rom_building_unit_training_melee_attack_all	this_province	2.0	1.0	0.0
inv_gre_military_buff_1	rom_building_unit_training_melee_defence_all	this_province	2.0	1.0	0.0
inv_gre_military_buff_1	rom_building_unit_training_morale_all	this_province	2.0	1.0	0.0
inv_gre_military_buff_2	rom_building_food_consumption	this_region	2.0	2.0	0.0
inv_gre_military_buff_2	rom_building_recruitment_agent_level_champion	this_province	1.0	0.0	0.0
inv_gre_military_buff_2	rom_building_unit_training_melee_attack_all	this_province	5.0	2.0	0.0
inv_gre_military_buff_2	rom_building_unit_training_melee_defence_all	this_province	5.0	2.0	0.0
inv_gre_military_buff_2	rom_building_unit_training_morale_all	this_province	5.0	2.0	0.0
inv_gre_military_buff_3	rom_building_food_consumption	this_region	4.0	4.0	0.0
inv_gre_military_buff_3	rom_building_recruitment_agent_level_champion	this_province	2.0	0.0	0.0
inv_gre_military_buff_3	rom_building_unit_training_melee_attack_all	this_province	7.0	3.0	0.0
inv_gre_military_buff_3	rom_building_unit_training_melee_defence_all	this_province	7.0	3.0	0.0
inv_gre_military_buff_3	rom_building_unit_training_morale_all	this_province	7.0	3.0	0.0
inv_gre_military_buff_attack_4	rom_building_food_consumption	this_region	8.0	8.0	0.0
inv_gre_military_buff_attack_4	rom_building_recruitment_agent_level_champion	this_province	3.0	0.0	0.0
inv_gre_military_buff_attack_4	rom_building_unit_training_melee_attack_all	this_province	15.0	7.0	0.0
inv_gre_military_buff_attack_4	rom_building_unit_training_melee_defence_all	this_province	7.0	3.0	0.0
inv_gre_military_buff_attack_4	rom_building_unit_training_morale_all	this_province	10.0	5.0	0.0
inv_gre_military_buff_defence_4	rom_building_food_consumption	this_region	8.0	8.0	0.0
inv_gre_military_buff_defence_4	rom_building_recruitment_agent_level_champion	this_province	3.0	0.0	0.0
inv_gre_military_buff_defence_4	rom_building_unit_training_melee_attack_all	this_province	7.0	3.0	0.0
inv_gre_military_buff_defence_4	rom_building_unit_training_melee_defence_all	this_province	15.0	7.0	0.0
inv_gre_military_buff_defence_4	rom_building_unit_training_morale_all	this_province	10.0	5.0	0.0
inv_gre_military_buff_horse_4	rom_building_food_consumption	this_region	8.0	8.0	0.0
inv_gre_military_buff_horse_4	rom_building_recruitment_agent_level_champion	this_province	3.0	0.0	0.0
inv_gre_military_buff_horse_4	rom_building_unit_training_attack_melee_cavalry	this_province	12.0	5.0	0.0
inv_gre_military_buff_horse_4	rom_building_unit_training_charge_cavalry	this_province	15.0	5.0	0.0
inv_gre_military_buff_horse_4	rom_building_unit_training_melee_attack_all	this_province	7.0	3.0	0.0
inv_gre_military_buff_horse_4	rom_building_unit_training_melee_defence_all	this_province	7.0	7.0	0.0
inv_gre_military_buff_horse_4	rom_building_unit_training_morale_all	this_province	10.0	5.0	0.0
inv_gre_military_mercenary_syracuse_2	rom_building_food_consumption	this_region	2.0	2.0	0.0
inv_gre_military_mercenary_syracuse_2	rom_province_mercenary_province_pool_replenishment_mod	this_province	30.0	0.0	0.0
inv_gre_military_mercenary_syracuse_2	rom_province_mercenary_province_unit_exp_bonus	this_province	1.0	1.0	0.0
inv_gre_military_mercenary_syracuse_3	rom_building_food_consumption	this_region	4.0	4.0	0.0
inv_gre_military_mercenary_syracuse_3	rom_province_mercenary_province_pool_replenishment_mod	this_province	60.0	0.0	0.0
inv_gre_military_mercenary_syracuse_3	rom_province_mercenary_province_unit_exp_bonus	this_province	2.0	0.0	0.0
inv_gre_military_mercenary_syracuse_4	rom_building_food_consumption	this_region	6.0	6.0	0.0
inv_gre_military_mercenary_syracuse_4	rom_faction_mercenary_faction_pool_cap_mod	this_faction	1.0	0.0	0.0
inv_gre_military_mercenary_syracuse_4	rom_province_mercenary_province_pool_replenishment_mod	this_province	100.0	0.0	0.0
inv_gre_military_mercenary_syracuse_4	rom_province_mercenary_province_unit_exp_bonus	this_province	3.0	0.0	0.0
inv_gre_military_mercenary_syracuse_5	rom_building_food_consumption	this_region	8.0	8.0	0.0
inv_gre_military_mercenary_syracuse_5	rom_building_recruitment_points	this_province	3.0	3.0	0.0
inv_gre_mine_1	rom_building_gdp_industry_mining	this_building	100.0	50.0	0.0
inv_gre_mine_2	rom_building_food_consumption	this_region	2.0	2.0	0.0
inv_gre_mine_2	rom_building_gdp_industry_mining	this_building	300.0	150.0	0.0
inv_gre_mine_2	rom_building_public_order_happiness	this_province	-2.0	-2.0	0.0
inv_gre_mine_3	rom_building_food_consumption	this_region	4.0	4.0	0.0
inv_gre_mine_3	rom_building_gdp_industry_mining	this_building	450.0	225.0	0.0
inv_gre_mine_3	rom_building_public_order_happiness	this_province	-4.0	-4.0	0.0
inv_gre_mine_4	rom_building_food_consumption	this_region	8.0	8.0	0.0
inv_gre_mine_4	rom_building_gdp_industry_mining	this_building	600.0	300.0	0.0
inv_gre_mine_4	rom_building_public_order_happiness	this_province	-8.0	-8.0	0.0
inv_gre_minor_town_1	rom_building_culture_conversion_hellenic	this_region	1.0	1.0	0.0
inv_gre_minor_town_1	rom_building_gdp_mod_all	regions_in_this_province	1.0	1.0	0.0
inv_gre_minor_town_1	rom_building_gdp_subsistence	this_building	70.0	35.0	0.0
inv_gre_minor_town_1	rom_building_growth_all	this_province	1.0	1.0	0.0
inv_gre_minor_town_1	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
inv_gre_minor_town_civil_2	rom_building_culture_conversion_hellenic	this_region	2.0	1.0	0.0
inv_gre_minor_town_civil_2	rom_building_food_consumption	this_region	1.0	1.0	0.0
inv_gre_minor_town_civil_2	rom_building_gdp_mod_all	regions_in_this_province	3.0	1.0	0.0
inv_gre_minor_town_civil_2	rom_building_gdp_subsistence	this_building	120.0	60.0	0.0
inv_gre_minor_town_civil_2	rom_building_growth_all	this_province	2.0	1.0	0.0
inv_gre_minor_town_civil_2	rom_building_public_order_happiness	this_province	1.0	0.0	0.0
inv_gre_minor_town_civil_2	rom_building_road	this_region	3.0	3.0	0.0
inv_gre_minor_town_civil_2	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
inv_gre_minor_town_civil_3	rom_building_culture_conversion_hellenic	this_region	4.0	2.0	0.0
inv_gre_minor_town_civil_3	rom_building_food_consumption	this_region	4.0	4.0	0.0
inv_gre_minor_town_civil_3	rom_building_gdp_mod_all	regions_in_this_province	5.0	2.0	0.0
inv_gre_minor_town_civil_3	rom_building_gdp_subsistence	this_building	160.0	80.0	0.0
inv_gre_minor_town_civil_3	rom_building_growth_all	this_province	3.0	1.0	0.0
inv_gre_minor_town_civil_3	rom_building_public_order_happiness	this_province	2.0	1.0	0.0
inv_gre_minor_town_civil_3	rom_building_road	this_region	7.0	7.0	0.0
inv_gre_minor_town_civil_3	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
inv_gre_minor_town_civil_4	rom_building_culture_conversion_hellenic	this_region	6.0	3.0	0.0
inv_gre_minor_town_civil_4	rom_building_food_consumption	this_region	8.0	8.0	0.0
inv_gre_minor_town_civil_4	rom_building_gdp_mod_all	regions_in_this_province	7.0	3.0	0.0
inv_gre_minor_town_civil_4	rom_building_gdp_subsistence	this_building	200.0	100.0	0.0
inv_gre_minor_town_civil_4	rom_building_growth_all	this_province	4.0	4.0	0.0
inv_gre_minor_town_civil_4	rom_building_public_order_happiness	this_province	4.0	2.0	0.0
inv_gre_minor_town_civil_4	rom_building_road	this_region	11.0	11.0	0.0
inv_gre_minor_town_civil_4	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
inv_gre_minor_town_farm_2	inv_building_economy_food_from_farms_this_region	this_region	1.0	0.0	0.0
inv_gre_minor_town_farm_2	rom_building_culture_conversion_hellenic	this_region	2.0	1.0	0.0
