technology	effect	effect_scope	value
pel_military_army_common_shield_decoration	pel_force_unit_mod_infantry_melee_morale	in_all_your_armies	4.0
pel_military_army_common_shield_decoration	rom_force_unit_mod_melee_defence	in_all_your_forces	10.0
pel_military_army_epitaph	pel_force_unit_mod_infantry_melee_morale	in_all_your_armies	9.0
pel_military_army_epitaph	pel_force_unit_mod_infantry_melee_upkeep_cost	in_all_your_armies	-4.0
pel_military_army_gymnasia	rom_building_champion_availibility	in_all_your_provinces	1.0
pel_military_army_gymnasia	rom_force_unit_mod_melee_attack	in_all_your_armies	2.0
pel_military_army_gymnasia	rom_force_unit_mod_melee_defence	in_all_your_forces	2.0
pel_military_army_hierarchy	pel_force_unit_mod_infantry_melee_recruitment_cost	in_all_your_provinces	-4.0
pel_military_army_hierarchy	pel_force_unit_mod_infantry_melee_upkeep_cost	in_all_your_armies	-4.0
pel_military_army_hierarchy	rom_tech_military_management_recruitment_mod	in_all_your_provinces	1.0
pel_military_army_laconian_trainning	pel_force_unit_mod_infantry_melee_upkeep_cost	in_all_your_armies	-4.0
pel_military_army_laconian_trainning	rom_force_unit_mod_melee_attack	in_all_your_armies	10.0
pel_military_army_laconian_trainning	rom_force_unit_mod_melee_defence	in_all_your_forces	3.0
pel_military_army_mercenaries	rom_tech_military_management_mercenary_cost	this_faction	-10.0
pel_military_army_mercenaries	rom_tech_military_management_mercenary_upkeep	in_all_your_forces	-10.0
pel_military_army_military_settlement	pel_force_unit_mod_infantry_melee_recruitment_cost	in_all_your_provinces	-2.0
pel_military_army_military_settlement	pel_force_unit_mod_infantry_melee_upkeep_cost	in_all_your_armies	-3.0
pel_military_army_phalanx_drill	pel_force_unit_mod_infantry_melee_battle_speed	in_all_your_armies	7.0
pel_military_army_phalanx_drill	rom_force_unit_mod_melee_attack	in_all_your_armies	5.0
pel_military_army_phalanx_drill	rom_force_unit_mod_melee_defence	in_all_your_forces	5.0
pel_military_army_supply_reforms	pel_force_unit_mod_infantry_melee_recruitment_cost	in_all_your_armies	-5.0
pel_military_army_supply_reforms	pel_force_unit_mod_infantry_melee_upkeep_cost	in_all_your_armies	-5.0
pel_military_navy_binding_wires	rom_force_unit_mod_melee_defence	in_all_your_navies	5.0
pel_military_navy_binding_wires	rom_tech_military_navy_ship_hp_mod	in_all_your_navies	7.0
pel_military_navy_bronze_ram	pel_force_unit_mod_ship_missile_rate	in_all_your_navies	5.0
pel_military_navy_bronze_ram	rom_tech_military_tactics_naval_charge_mod	in_all_your_navies	5.0
pel_military_navy_cimon_reforms	rom_force_unit_mod_melee_attack	in_all_your_navies	5.0
pel_military_navy_cimon_reforms	rom_force_unit_mod_melee_defence	in_all_your_navies	5.0
pel_military_navy_crew_synchronization	rom_tech_military_navy_battle_speed_mod	in_all_your_navies	9.0
pel_military_navy_crew_synchronization	rom_tech_military_tactics_naval_charge_mod	in_all_your_navies	8.0
pel_military_navy_flute_coordination	rom_tech_military_navy_battle_speed_mod	in_all_your_navies	6.0
pel_military_navy_flute_coordination	rom_tech_military_tactics_naval_charge_mod	in_all_your_navies	7.0
pel_military_navy_liturgy	rom_tech_military_management_ship_cost_mod	in_all_your_sea_regions	-10.0
pel_military_navy_liturgy	rom_tech_military_navy_upkeep_mod	in_all_your_forces	-7.0
pel_military_navy_marine_trainning	rom_force_campaign_mod_recruitment_cost_naval	in_all_your_sea_regions	-5.0
pel_military_navy_marine_trainning	rom_tech_military_management_recruitment_navy_mod	in_all_your_sea_regions	1.0
pel_military_navy_marine_trainning	rom_tech_military_navy_upkeep_mod	in_all_your_forces	-3.0
pel_military_navy_reinforced_prows	rom_force_unit_mod_melee_attack	in_all_your_navies	5.0
pel_military_navy_reinforced_prows	rom_force_unit_mod_melee_defence	in_all_your_navies	5.0
pel_military_navy_reinforced_prows	rom_tech_military_navy_ship_hp_mod	in_all_your_navies	5.0
pel_military_navy_waterproof_leather	pel_force_unit_mod_ship_missile_rate	in_all_your_navies	10.0
pel_military_navy_waterproof_leather	rom_tech_military_navy_battle_speed_mod	in_all_your_navies	5.0
pel_military_navy_waterproof_leather	rom_tech_military_tactics_naval_charge_mod	in_all_your_navies	5.0
pel_military_support_advanced_weaponsmith	rom_tech_engineering_siege_offence_attrition_mod	all_your_generals	-50.0
pel_military_support_advanced_weaponsmith	rom_tech_engineering_siege_siege_tower_armour_mod	in_all_your_armies	15.0
pel_military_support_advanced_weaponsmith	rom_tech_engineering_siege_unlock_siege_machine_armour	in_all_your_forces	15.0
pel_military_support_ammunition_stores	rom_tech_engineering_siege_tower_accuracy_mod	in_all_your_forces	10.0
pel_military_support_ammunition_stores	rom_tech_engineering_siege_tower_reload_mod	in_all_your_forces	10.0
pel_military_support_ammunition_stores	rom_tech_engineering_siege_unlock_battering_ram	in_all_your_armies	1.0
pel_military_support_cavalry_tactics	pel_force_unit_mod_cavalry_recruitment_cost	in_all_your_provinces	-5.0
pel_military_support_cavalry_tactics	pel_force_unit_mod_cavalry_upkeep_cost	in_all_your_armies	-5.0
pel_military_support_cavalry_tactics	rom_force_unit_mod_cavalry_charge_bonus	in_all_your_armies	5.0
pel_military_support_creatian_ethos	rom_tech_military_management_ammunition_mod	in_all_your_forces	25.0
pel_military_support_creatian_ethos	rom_tech_military_tactics_accuracy_mod	in_all_your_armies	10.0
pel_military_support_creatian_ethos	rom_tech_military_tactics_reload_mod	in_all_your_armies	20.0
pel_military_support_organized_supply	pel_force_unit_mod_cavalry_and_missile_recruitment_cost	in_all_your_provinces	-5.0
pel_military_support_organized_supply	rom_tech_engineering_siege_unlock_boiling_oil	in_all_your_regions	1.0
pel_military_support_peltast_trainning	pel_force_unit_mod_cavalry_and_missile_battle_speed	in_all_your_armies	10.0
pel_military_support_peltast_trainning	pel_force_unit_mod_missile_recruitment_cost	in_all_your_provinces	-5.0
pel_military_support_peltast_trainning	pel_force_unit_mod_missile_upkeep_cost	in_all_your_armies	-5.0
pel_military_support_peltast_trainning	rom_tech_military_tactics_accuracy_mod	in_all_your_armies	15.0
pel_military_support_physical_conditioning	pel_force_unit_mod_cavalry_and_missile_battle_speed	in_all_your_armies	5.0
pel_military_support_physical_conditioning	pel_force_unit_mod_cavalry_and_missile_morale	in_all_your_armies	10.0
pel_military_support_supply_tunnels	rom_tech_engineering_siege_defence_ammunition	in_all_your_forces	25.0
pel_military_support_supply_tunnels	rom_tech_engineering_siege_defence_time_mod	in_all_your_regions	1.0
pel_military_support_supply_tunnels	rom_tech_engineering_siege_unlock_siege_tower	in_all_your_forces	1.0
pel_military_support_thessalian_tactics	pel_force_unit_mod_cavalry_upkeep_cost	in_all_your_armies	-10.0
pel_military_support_thessalian_tactics	rom_force_unit_mod_cavalry_charge_bonus	in_all_your_armies	10.0
pel_military_support_thessalian_tactics	rom_force_unit_mod_cavalry_morale	in_all_your_armies	10.0
pun_carthage_civil_diplomacy_contact_network	rom_tech_agent_action_cost_mod	all_agents	-10.0
pun_carthage_civil_diplomacy_diplomatic_efforts	pun_tech_diplomacy_carthaginian	this_faction	20.0
pun_carthage_civil_diplomacy_diplomatic_efforts	rom_tech_agent_dignitary_action_cost_mod	all_agents	-20.0
pun_carthage_civil_diplomacy_diplomatic_efforts	rom_tech_civil_philosophy_conversion_mod	this_faction	4.0
pun_carthage_civil_diplomacy_diplomats	pun_tech_diplomacy_carthaginian	this_faction	10.0
pun_carthage_civil_diplomacy_generous_coffers	rom_building_culture_conversion_punic	in_all_your_regions	2.0
pun_carthage_civil_diplomacy_generous_coffers	rom_tech_agent_scout_action_cost_mod	all_agents	-20.0
pun_carthage_civil_diplomacy_iberian_supremacy	pun_tech_diplomacy_iberian	this_faction	15.0
pun_carthage_civil_diplomacy_local_knowledge	rom_tech_agent_action_cost_mod	all_agents	-10.0
pun_carthage_civil_diplomacy_old_allies	pun_tech_diplomacy_african	this_faction	25.0
pun_carthage_civil_diplomacy_promise_of_freedom	pun_tech_diplomacy_italian	this_faction	25.0
pun_carthage_civil_diplomacy_romes_great_enemy	pun_tech_diplomacy_celtic	this_faction	25.0
pun_carthage_civil_improvements_armed_escorts	rom_tech_civil_economy_trade_gdp_mod	in_all_your_regions	5.0
pun_carthage_civil_improvements_canal_and_dam_system	rom_tech_civil_economy_agriculture_gdp_mod	in_all_your_regions	10.0
pun_carthage_civil_improvements_canal_and_dam_system	rom_tech_civil_economy_growth_mod	in_all_your_provinces	3.0
pun_carthage_civil_improvements_canal_and_dam_system	rom_tech_engineering_construction_port_cost_mod	in_all_your_regions	-10.0
pun_carthage_civil_improvements_city_planning	rom_tech_civil_economy_growth_mod	in_all_your_provinces	2.0
pun_carthage_civil_improvements_crane	rom_tech_engineering_construction_building_cost_mod	in_all_your_regions	-10.0
pun_carthage_civil_improvements_crane	rom_tech_engineering_construction_castle_time_mod	in_all_your_regions	-1.0
pun_carthage_civil_improvements_formal_government	rom_tech_civil_economy_agriculture_gdp_mod	in_all_your_regions	5.0
pun_carthage_civil_improvements_improved_drainage	rom_tech_civil_economy_agriculture_gdp_mod	in_all_your_regions	5.0
pun_carthage_civil_improvements_monumental_architecture	rom_tech_civil_economy_industry_gdp_mod	in_all_your_regions	10.0
pun_carthage_civil_improvements_preferred_markets	rom_tech_civil_economy_trade_mod	this_faction	5.0
pun_carthage_civil_laws_ceremonial_rites	rom_building_dignitary_availibility	in_all_your_provinces	1.0
pun_carthage_civil_laws_fixed_tariffs	rom_tech_civil_economy_trade_mod	this_faction	15.0
pun_carthage_civil_laws_foreign_customs	rom_tech_civil_economy_trade_gdp_mod	in_all_your_regions	5.0
pun_carthage_civil_laws_foreign_policy	rom_tech_civil_economy_culture_gdp_mod	in_all_your_regions	5.0
pun_carthage_civil_laws_foreign_policy	rom_tech_civil_philosophy_conversion_mod	this_faction	2.0
pun_carthage_civil_laws_military_mint	rom_any_corruption_mod_global	this_faction	-10.0
pun_carthage_civil_laws_military_mint	rom_building_culture_conversion_punic	in_all_your_regions	4.0
pun_carthage_civil_laws_military_mint	rom_tech_civil_economy_tax_mod	this_faction	10.0
pun_carthage_civil_laws_riches_of_iberia	rom_tech_civil_economy_industry_gdp_mod	in_all_your_regions	20.0
pun_carthage_civil_laws_temple_tax	rom_tech_civil_economy_tax_mod	this_faction	5.0
pun_carthage_civil_laws_temple_tax	rom_tech_civil_philosophy_happiness_mod	in_all_your_provinces	2.0
pun_carthage_civil_laws_trade_language	rom_tech_civil_economy_trade_gdp_mod	in_all_your_regions	15.0
pun_carthage_civil_laws_war_chest	rom_tech_civil_economy_tax_mod	this_faction	5.0
pun_carthage_civil_laws_war_chest	rom_tech_military_management_mercenary_cost	this_faction	-10.0
pun_carthage_civil_laws_war_chest	rom_tech_military_management_mercenary_upkeep	in_all_your_forces	-10.0
pun_carthage_civil_top_land_management	rom_tech_civil_economy_agriculture_gdp_mod	in_all_your_regions	5.0
pun_roman_civil_diplomacy_african_mission	pun_tech_diplomacy_african	this_faction	25.0
pun_roman_civil_diplomacy_contact_network	rom_tech_agent_action_cost_mod	all_agents	-10.0
pun_roman_civil_diplomacy_diplomatic_efforts	pun_tech_diplomacy_roman	this_faction	20.0
pun_roman_civil_diplomacy_diplomatic_efforts	rom_tech_agent_dignitary_action_cost_mod	all_agents	-20.0
pun_roman_civil_diplomacy_diplomatic_efforts	rom_tech_civil_philosophy_conversion_mod	this_faction	4.0
pun_roman_civil_diplomacy_diplomatic_mission	pun_tech_diplomacy_roman	this_faction	10.0
pun_roman_civil_diplomacy_diplomats	pun_tech_diplomacy_roman	this_faction	10.0
pun_roman_civil_diplomacy_generous_coffers	rom_building_culture_conversion_latin	in_all_your_regions	2.0
pun_roman_civil_diplomacy_generous_coffers	rom_tech_agent_scout_action_cost_mod	all_agents	-20.0
pun_roman_civil_diplomacy_iberian_mission	pun_tech_diplomacy_iberian	this_faction	25.0
pun_roman_civil_diplomacy_local_knowledge	rom_tech_agent_action_cost_mod	all_agents	-10.0
pun_roman_civil_diplomacy_roman_alliance	pun_tech_diplomacy_italian	this_faction	15.0
pun_roman_civil_improvements_common_currency	rom_tech_civil_economy_trade_mod	this_faction	5.0
pun_roman_civil_improvements_common_weights_and_measures	rom_tech_civil_economy_trade_mod	this_faction	5.0
pun_roman_civil_improvements_fired_brick	rom_tech_civil_economy_industry_gdp_mod	in_all_your_regions	5.0
pun_roman_civil_improvements_improved_irrigation	rom_tech_civil_economy_agriculture_gdp_mod	in_all_your_regions	5.0
pun_roman_civil_improvements_production_lines	rom_tech_civil_economy_trade_gdp_mod	in_all_your_regions	10.0
pun_roman_civil_improvements_production_lines	rom_tech_civil_economy_trade_mod	this_faction	10.0
pun_roman_civil_improvements_production_lines	rom_tech_engineering_construction_building_cost_mod	in_all_your_regions	-15.0
pun_roman_civil_improvements_water_sluicing	rom_tech_civil_economy_industry_gdp_mod	in_all_your_regions	5.0
pun_roman_civil_law_labour_organisation	rom_tech_civil_economy_agriculture_gdp_mod	in_all_your_regions	5.0
pun_roman_civil_law_labour_organisation	rom_tech_civil_philosophy_happiness_mod	in_all_your_provinces	2.0
pun_roman_civil_law_legal_institutions	rom_any_corruption_mod_global	this_faction	-5.0
pun_roman_civil_law_legal_institutions	rom_tech_civil_philosophy_happiness_mod	in_all_your_provinces	3.0
pun_roman_civil_laws_consensual_contracts	rom_any_corruption_mod_global	this_faction	-7.0
pun_roman_civil_laws_consensual_contracts	rom_tech_civil_economy_tax_mod	this_faction	10.0
pun_roman_civil_laws_consensual_contracts	rom_tech_civil_philosophy_happiness_mod	in_all_your_provinces	4.0
pun_roman_civil_laws_legal_documentation	rom_tech_civil_economy_tax_mod	this_faction	5.0
pun_roman_civil_laws_lex_claudia_de_senatorbius	rom_tech_civil_economy_trade_gdp_mod	in_all_your_regions	10.0
pun_roman_civil_laws_lex_minucia	rom_tech_civil_economy_tax_mod	this_faction	10.0
pun_roman_civil_laws_lex_oppia	rom_tech_civil_economy_trade_gdp_mod	in_all_your_regions	15.0
pun_roman_civil_laws_lex_oppia	rom_tech_civil_philosophy_happiness_mod	in_all_your_provinces	-3.0
pun_roman_civil_laws_prodictator	rom_tech_civil_economy_tax_mod	this_faction	15.0
pun_roman_civil_laws_prodictator	rom_tech_civil_philosophy_happiness_mod	in_all_your_provinces	-6.0
pun_roman_civil_laws_prodictator	rom_tech_civil_philosophy_political_action_cost_mod	this_faction	-50.0
pun_roman_civil_laws_prodictator	rom_tech_military_management_recruitment_mod	in_all_your_provinces	1.0
pun_roman_civil_laws_scholarship	rom_building_dignitary_availibility	in_all_your_provinces	1.0
pun_roman_civil_top_land_management	rom_tech_civil_economy_agriculture_gdp_mod	in_all_your_regions	5.0
pun_roman_engineering_siege_ammunition_stores	rom_tech_engineering_siege_defence_ammunition	in_all_your_forces	25.0
pun_roman_engineering_siege_armoured_siege_engines	rom_tech_engineering_siege_siege_tower_armour_mod	in_all_your_armies	25.0
pun_roman_engineering_siege_armoured_siege_engines	rom_tech_engineering_siege_unlock_siege_machine_armour	in_all_your_forces	25.0
pun_roman_engineering_siege_battering_ram	rom_tech_engineering_siege_unlock_battering_ram	in_all_your_armies	1.0
pun_roman_engineering_siege_battering_ram	rom_tech_engineering_siege_unlock_tortoise	in_all_your_armies	1.0
pun_roman_engineering_siege_boiling_oil	rom_tech_engineering_siege_defence_time_mod	in_all_your_regions	1.0
pun_roman_engineering_siege_boiling_oil	rom_tech_engineering_siege_unlock_boiling_oil	in_all_your_regions	1.0
pun_roman_engineering_siege_central_grain_warehouse	rom_tech_engineering_siege_defence_attrition_mod	all_your_generals	-20.0
pun_roman_engineering_siege_central_grain_warehouse	rom_tech_engineering_siege_defence_time_mod	in_all_your_regions	2.0
pun_roman_engineering_siege_improved_defensive_artillery	rom_force_unit_mod_artillery_damage	in_all_your_armies	10.0
pun_roman_engineering_siege_improved_defensive_artillery	rom_tech_engineering_siege_defence_attrition_mod	all_your_generals	-20.0
pun_roman_engineering_siege_improved_defensive_artillery	rom_tech_engineering_siege_tower_accuracy_mod	in_all_your_forces	10.0
pun_roman_engineering_siege_improved_defensive_artillery	rom_tech_engineering_siege_tower_reload_mod	in_all_your_forces	10.0
pun_roman_engineering_siege_reinforced_artillery	rom_tech_engineering_siege_offence_time_mod	all_your_generals	1.0
pun_roman_engineering_siege_reinforced_artillery	rom_tech_military_tactics_accuracy_siege_mod	in_all_your_armies	15.0
pun_roman_engineering_siege_siege_tower	rom_tech_engineering_siege_unlock_siege_tower	in_all_your_armies	1.0
pun_roman_engineering_top_engineering	rom_tech_engineering_siege_offence_time_mod	all_your_generals	1.0
pun_roman_military_management_manipular_organisation	rom_building_champion_availibility	in_all_your_provinces	1.0
pun_roman_military_management_mass_mobilisation	rom_tech_military_management_recruitment_mod	in_all_your_provinces	1.0
pun_roman_military_management_mass_mobilisation	rom_tech_military_management_unit_cost_mod	in_all_your_provinces	-5.0
pun_roman_military_management_mass_mobilisation	rom_tech_military_management_upkeep_mod	in_all_your_armies	-10.0
pun_roman_military_management_mercenary_assets	rom_tech_military_management_mercenary_upkeep	in_all_your_forces	-20.0
pun_roman_military_management_remuneration_reforms	rom_tech_agent_cost_mod	in_all_your_provinces	-10.0
pun_roman_military_management_remuneration_reforms	rom_tech_military_management_upkeep_mod	in_all_your_armies	-3.0
pun_roman_military_management_supply_chain	rom_tech_military_management_upkeep_mod	in_all_your_armies	-5.0
pun_roman_military_management_training_reforms	rom_tech_military_management_unit_cost_mod	in_all_your_provinces	-5.0
pun_roman_military_navy_deck_artillary	rom_tech_military_navy_ship_artillary_accuracy_mod	in_all_your_navies	15.0
pun_roman_military_navy_deck_artillary	rom_tech_military_tactics_reload_ship_mod	in_all_your_navies	10.0
pun_roman_military_navy_double_plank_construction	rom_tech_military_management_ship_cost_mod	in_all_your_sea_regions	-10.0
pun_roman_military_navy_fore_and_aft_rigging	rom_tech_military_management_recruitment_navy_mod	in_all_your_sea_regions	1.0
pun_roman_military_navy_fore_and_aft_rigging	rom_tech_military_navy_upkeep_mod	in_all_your_forces	-10.0
pun_roman_military_navy_improved_ramming	rom_tech_military_navy_battle_speed_mod	in_all_your_navies	10.0
pun_roman_military_navy_improved_ramming	rom_tech_military_tactics_naval_charge_mod	in_all_your_navies	10.0
pun_roman_military_navy_ship_pumps	rom_tech_military_navy_ship_hp_mod	in_all_your_navies	20.0
pun_roman_military_navy_ship_pumps	rom_tech_military_tactics_naval_charge_mod	in_all_your_navies	5.0
pun_roman_military_navy_ship_ram	rom_tech_military_navy_battle_speed_mod	in_all_your_navies	5.0
pun_roman_military_navy_ship_ram	rom_tech_military_tactics_naval_charge_mod	in_all_your_navies	10.0
pun_roman_military_tactics_advanced_tactics	rom_force_unit_mod_infantry_melee_attack	in_all_your_forces	15.0
pun_roman_military_tactics_physical_conditioning	rom_tech_military_tactics_morale_mod	in_all_your_armies	5.0
pun_roman_military_tactics_strategic_manoeuvres	rom_tech_military_tactics_run_speed_mod	in_all_your_armies	10.0
pun_roman_military_top_war_preparations	rom_tech_military_management_recruitment_mod	in_all_your_provinces	1.0
rom_baktria_civil_agriculture_perennial_irrigation	rom_tech_civil_economy_agriculture_building_cost_mod	in_all_your_regions	-6.0
rom_baktria_civil_agriculture_perennial_irrigation	rom_tech_civil_economy_agriculture_gdp_mod	in_all_your_regions	6.0
rom_baktria_civil_economy_animal_husbandry	rom_tech_civil_economy_agriculture_building_cost_mod	in_all_your_regions	-4.0
rom_baktria_civil_economy_animal_husbandry	rom_tech_civil_economy_agriculture_gdp_mod	in_all_your_regions	4.0
rom_baktria_civil_economy_fertilisation	rom_tech_civil_economy_agriculture_building_cost_mod	in_all_your_regions	-3.0
rom_baktria_civil_economy_fertilisation	rom_tech_civil_economy_agriculture_gdp_mod	in_all_your_regions	3.0
rom_baktria_civil_economy_land_reclamation	rom_tech_civil_economy_agriculture_building_cost_mod	in_all_your_regions	-5.0
rom_baktria_civil_economy_land_reclamation	rom_tech_civil_economy_agriculture_gdp_mod	in_all_your_regions	5.0
rom_baktria_civil_philosophy_cult_of_alexander	rom_tech_civil_economy_culture_gdp_mod	in_all_your_regions	20.0
rom_baktria_civil_philosophy_cult_of_alexander	rom_tech_civil_philosophy_conversion_mod	this_faction	6.0
rom_baktria_civil_philosophy_cult_of_alexander	rom_tech_civil_philosophy_political_action_cost_mod	this_faction	-30.0
rom_baktria_civil_philosophy_cult_of_alexander	rom_tech_civil_philosophy_political_political_event_mod	this_faction	-15.0
rom_baktria_civil_top_social_organisation	rom_tech_civil_economy_agriculture_building_cost_mod	in_all_your_regions	-2.0
rom_baktria_civil_top_social_organisation	rom_tech_civil_economy_agriculture_gdp_mod	in_all_your_regions	1.0
rom_baktria_military_management_advanced_chariot_training	rom_tech_military_management_upkeep_mod	in_all_your_armies	-3.0
rom_baktria_military_management_elephant_trading	rom_tech_agent_cost_mod	in_all_your_provinces	-10.0
rom_baktria_military_management_elephant_trading	rom_tech_military_management_unit_cost_mod	in_all_your_provinces	-8.0
rom_baktria_military_management_elephant_trading	rom_tech_military_management_upkeep_mod	in_all_your_armies	-6.0
rom_baktria_military_management_fore_and_aft_rigging	rom_tech_military_management_ship_cost_mod	in_all_your_sea_regions	-10.0
rom_baktria_military_management_fore_and_aft_rigging	rom_tech_military_navy_upkeep_mod	in_all_your_forces	-7.0
rom_baktria_military_management_logistics	rom_building_champion_availibility	in_all_your_provinces	1.0
rom_baktria_military_management_organised_supply	rom_tech_military_management_upkeep_mod	in_all_your_forces	-2.0
rom_baktria_military_tactics_advanced_cavalry_tactics	rom_tech_military_tactics_charge_mod	in_all_your_armies	8.0
rom_baktria_military_tactics_advanced_cavalry_tactics	rom_tech_military_tactics_morale_mod	in_all_your_armies	5.0
rom_baktria_military_tactics_gymnasia	rom_tech_military_tactics_run_speed_mod	in_all_your_armies	4.0
rom_baktria_military_tactics_kataphractoi	rom_tech_military_tactics_accuracy_mod	in_all_your_armies	15.0
rom_baktria_military_tactics_kataphractoi	rom_tech_military_tactics_charge_mod	in_all_your_armies	4.0
rom_baktria_military_tactics_physical_conditioning	rom_tech_military_management_unit_attack_skill_mod	in_all_your_forces	5.0
rom_baktria_military_tactics_physical_conditioning	rom_tech_military_management_unit_defence_skill_mod	in_all_your_forces	5.0
rom_baktria_military_tactics_physical_conditioning	rom_tech_military_tactics_morale_mod	in_all_your_armies	10.0
rom_baktria_military_tactics_stategic_manoeuvres	rom_tech_military_management_unit_attack_skill_mod	in_all_your_forces	10.0
rom_baktria_military_tactics_stategic_manoeuvres	rom_tech_military_management_unit_defence_skill_mod	in_all_your_forces	10.0
rom_baktria_military_tactics_stategic_manoeuvres	rom_tech_military_tactics_reload_mod	in_all_your_armies	20.0
rom_baktria_military_tactics_stategic_manoeuvres	rom_tech_military_tactics_run_speed_mod	in_all_your_armies	6.0
rom_baktria_military_tactics_tactical_flexibility	rom_tech_military_management_unit_attack_skill_mod	in_all_your_forces	3.0
rom_baktria_military_tactics_tactical_flexibility	rom_tech_military_management_unit_defence_skill_mod	in_all_your_forces	3.0
rom_black_sea_dlc_pergaminus	rom_tech_agent_action_cost_mod	all_agents	-10.0
rom_black_sea_dlc_pergaminus	rom_tech_civil_economy_tax_mod	this_faction	6.0
rom_black_sea_dlc_pergaminus	rom_tech_civil_philosophy_happiness_mod	in_all_your_provinces	4.0
rom_black_sea_dlc_pergaminus	rom_tech_module_civil_philosophy	this_faction	-7.0
rom_black_sea_dlc_voyages_of_pytheas	rom_tech_civil_economy_trade_gdp_mod	in_all_your_regions	2.0
rom_black_sea_dlc_voyages_of_pytheas	rom_tech_civil_economy_trade_mod	this_faction	2.0
rom_briton_civil_druidism_druidic_doctrine	rom_tech_civil_economy_culture_gdp_mod	in_all_your_regions	15.0
rom_briton_civil_druidism_druidic_doctrine	rom_tech_civil_philosophy_conversion_mod	this_faction	6.0
rom_briton_civil_druidism_druidic_doctrine	rom_tech_civil_philosophy_political_political_event_mod	this_faction	-15.0
rom_briton_civil_druidism_druidic_doctrine	rom_tech_module_civil_philosophy	this_faction	-10.0
rom_briton_civil_druidism_druidic_judgement	rom_tech_civil_economy_culture_gdp_mod	in_all_your_regions	7.0
rom_briton_civil_druidism_druidic_judgement	rom_tech_civil_philosophy_conversion_mod	this_faction	4.0
rom_briton_civil_druidism_druidic_judgement	rom_tech_civil_philosophy_political_action_cost_mod	this_faction	-30.0
rom_briton_civil_druidism_druidic_judgement	rom_tech_module_civil_philosophy	this_faction	-5.0
rom_briton_civil_druidism_knowledge_of_the_oak	rom_tech_civil_economy_culture_gdp_mod	in_all_your_regions	5.0
rom_briton_civil_druidism_knowledge_of_the_oak	rom_tech_civil_philosophy_political_action_cost_mod	this_faction	-20.0
rom_briton_civil_druidism_sacrificial_rites	rom_tech_civil_economy_culture_gdp_mod	in_all_your_regions	6.0
rom_briton_civil_druidism_sacrificial_rites	rom_tech_civil_philosophy_conversion_mod	this_faction	2.0
rom_briton_civil_druidism_sacrificial_rites	rom_tech_civil_philosophy_political_political_event_mod	this_faction	-10.0
rom_briton_civil_farming_animal_husbandry	rom_tech_civil_economy_agriculture_gdp_mod	in_all_your_regions	2.0
rom_briton_civil_farming_crop_rotation	rom_tech_civil_economy_agriculture_building_cost_mod	in_all_your_regions	-6.0
rom_briton_civil_farming_crop_rotation	rom_tech_civil_economy_agriculture_gdp_mod	in_all_your_regions	6.0
rom_briton_civil_farming_fertilisation	rom_tech_civil_economy_agriculture_building_cost_mod	in_all_your_regions	-3.0
rom_briton_civil_farming_fertilisation	rom_tech_civil_economy_agriculture_gdp_mod	in_all_your_regions	3.0
rom_briton_civil_farming_iron_tools	rom_tech_civil_economy_agriculture_building_cost_mod	in_all_your_regions	-2.0
rom_briton_civil_farming_land_reclamation	rom_tech_civil_economy_agriculture_building_cost_mod	in_all_your_regions	-4.0
rom_briton_civil_farming_land_reclamation	rom_tech_civil_economy_agriculture_gdp_mod	in_all_your_regions	4.0
rom_briton_civil_farming_souterrain	rom_tech_civil_economy_agriculture_building_cost_mod	in_all_your_regions	-5.0
rom_briton_civil_farming_souterrain	rom_tech_civil_economy_agriculture_gdp_mod	in_all_your_regions	5.0
rom_briton_civil_top_celtic_field_systems	rom_tech_civil_economy_agriculture_gdp_mod	in_all_your_regions	1.0
rom_briton_civil_tribal_council_celtic_calendar	rom_tech_civil_economy_tax_mod	this_faction	3.0
rom_briton_civil_tribal_council_celtic_calendar	rom_tech_civil_philosophy_happiness_mod	in_all_your_provinces	2.0
rom_briton_civil_tribal_council_craft_specialisation	rom_tech_civil_economy_trade_gdp_mod	in_all_your_regions	3.0
rom_briton_civil_tribal_council_craft_specialisation	rom_tech_civil_economy_trade_mod	this_faction	3.0
rom_briton_civil_tribal_council_cupellation_furnace	rom_building_dignitary_availibility	in_all_your_provinces	1.0
rom_briton_civil_tribal_council_cupellation_furnace	rom_tech_agent_action_cost_mod	all_agents	-2.0
rom_briton_civil_tribal_council_intensified_production	rom_tech_civil_economy_trade_gdp_mod	in_all_your_regions	7.0
rom_briton_civil_tribal_council_intensified_production	rom_tech_civil_economy_trade_mod	this_faction	7.0
rom_briton_civil_tribal_council_land_and_community_laws	rom_tech_agent_action_cost_mod	all_agents	-6.0
rom_briton_civil_tribal_council_land_and_community_laws	rom_tech_civil_economy_tax_mod	this_faction	6.0
rom_briton_civil_tribal_council_land_and_community_laws	rom_tech_civil_philosophy_happiness_mod	in_all_your_provinces	4.0
rom_briton_civil_tribal_council_mint	rom_tech_agent_action_cost_mod	all_agents	-3.0
rom_briton_civil_tribal_council_mint	rom_tech_civil_economy_tax_mod	this_faction	2.0
rom_briton_civil_tribal_council_timber_trackway	rom_tech_civil_economy_trade_gdp_mod	in_all_your_regions	5.0
rom_briton_civil_tribal_council_timber_trackway	rom_tech_civil_economy_trade_mod	this_faction	5.0
