key	accuracy	ammo	armour	campaign_action_points	category	charge_bonus	class	dismounted_charge_bonus	dismounted_melee_attack	dismounted_melee_defense	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_animals	animal	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	strengths_&_weaknesses_text	supports_first_person	training_level	num_guns	officers	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	ability_global_recharge	attribute_group	spot_dist_tree	spot_dist_scrub	chariot	num_chariots	reload	loose_spacing	spotting_and_hiding	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar
Eas_Ballista_Shp	40	1	cloth	1900	artillery	6	art_fix	2	9	14	Rom_Ballista_Long	rome_man_ballista_med_crew	rome_infantry_medium	9	14	35	5		0		0	rome_shortsword		1	none	Eas_Ballista_Tooltip	melee_inf_roman_recruits	ballista	true	poorly_trained	1	Eas_Officer_Ballista		ballista_medium_ship	true	40.0	1500.0	0.0	artillery_warm	40.0	80.0		0	4	false	average_scouting	naval_selected_artillery_ship	selected_ballista	selected_ballista	1.0
Eas_Bithynian_Infantry	5	2	cloth	1900	inf_melee	14	inf_mel	14	24	18	Eas_Bithynian_Infantry_Long	rome_man_axe_shield	rome_infantry_medium_fast	24	18	35	10		0		0	rome_eastern_axe	rome_javelin_precursor	6	caetra	Eas_Bithynian_Infantry_Tooltip	melee_inf_roman	melee_poor	false	poorly_trained	0	Eas_Infantry_Officer			true	50.0	1500.0	0.0	heavy_infantry_warm	50.0	100.0		0	0	false	average_scouting	selected_bithynian_infantry	selected_bithynian_infantry	selected_infantry_melee	1.0
Eas_Camel_Cataphracts	5	0	cataphract	2300	cavalry	71	cav_shk	31	30	17	Eas_Camel_Cataphracts_Long	rome_man_camel_lance_cavalry	rome_infantry_light	44	19	65	5	rome_camel_cataphract	0		80	rome_lance		4	none	Eas_Camel_Cataphracts_Tooltip	cav_melee	shock_cav_good	false	poorly_trained	0	Eas_Camel_Cataphract_Officer			true	60.0	1500.0	0.0	camel	40.0	80.0		0	0	false	poor_scouting	selected_camel_cataphracts	selected_camel_cataphracts	selected_cataphracts	1.0
Eas_Cappadocian_Cav	5	0	scale	2300	cavalry	38	cav_mel	34	49	17	Eas_Cappadocian_Cav_Long	rome_man_spear_shield_cavalry	rome_infantry_heavy	49	17	60	15	rome_eastern_horse_spear_shield_h	0		80	rome_spear_cav_elite		4	cavalry	Eas_Cappadocian_Cav_Tooltip	cav_roman	melee_cav_good	false	poorly_trained	0	Eas_Officer_Spear			true	60.0	1500.0	0.0	heavy_cavalry_warm	50.0	100.0		0	0	false	excellent_scouting	selected_cappadocian_cavalry	selected_cappadocians	selected_cavalry_melee	1.1
Eas_Cataphracts	5	0	cataphract	2300	cavalry	67	cav_shk	31	30	17	Gre_Hellenic_Cataphracts_Long	rome_man_lance_cavalry	rome_infantry_very_heavy	40	17	60	15	cataphract_horse	0		80	rome_lance		4	none	Eas_Cataphracts_Tooltip	cav_roman	shock_cav_cat	false	elite	0	Eas_Cataphract_Officer			true	60.0	1500.0	0.0	heavy_cavalry_warm	50.0	100.0		0	0	false	average_scouting	selected_cataphracts	selected_cataphracts	selected_cataphracts	1.1
Eas_Cheiroballistra	5	40	cloth	1900	artillery	6	art_fld	2	9	14	Rom_Scorpion_Long	rome_man_cheiroballistra_crew	rome_infantry_medium	9	14	35	5		0		0	rome_shortsword		1	none	Eas_Scorpion_Tooltip	artillery	scorpion	true	trained	4	Eas_Officer_Cheiroballista		cheiroballistra	true	40.0	500.0	0.0	artillery_warm	40.0	80.0		0	4	false	Not_a_Scout	selected_scorpion	selected_scorpion	selected_scorpion	1.0
Eas_Elite_Persian_Archers	5	15	light_padded	1900	inf_ranged	18	inf_mis	18	28	32	Eas_Persian_Light_Archers_Long	rome_man_bow_spear	rome_infantry_very_light_fast	28	32	50	15		0		0	rome_spear_anti_cav	rome_recurve_bow_elite	5	none	Eas_Elite_Persian_Archers_Tooltip	missile_inf	archers_elite	false	poorly_trained	0	Eas_Infantry_Officer			true	60.0	1500.0	0.0	missile_infantry_warm	60.0	140.0		0	23	false	excellent_scouting	selected_persian_archers	selected_elite_archers	selected_inf_missile	0.9
Eas_Garrison_Spear	5	0	cloth	1900	inf_melee	11	inf_spr	10	13	24	Eas_Garrison_Spear_Long	rome_man_spear_shield	rome_infantry_medium_fast	13	24	25	5		0		0	rome_spear		6	tower	Eas_Garrison_Spear_Tooltip	spear_inf	spear_poor	false	poorly_trained	0	Eas_Infantry_Officer			true	40.0	1500.0	0.0	melee_infantry_warm	40.0	60.0		0	0	false	very_poor_scouting	selected_spears	selected_spears	selected_inf_melee	1.0
Eas_Giant_Ballista	5	15	cloth	1900	artillery	6	art_fix	2	9	14	Rom_Ballista_Long	rome_man_ballista_giant_crew	rome_infantry_medium	9	14	35	5		0		0	rome_shortsword		1	none	Eas_Giant_Ballista_Tooltip	giant_artillery	ballista_giant	true	poorly_trained	4	Eas_Officer_Giant_Ballista		ballista_giant	true	40.0	500.0	0.0	artillery_warm	40.0	80.0		0	4	false	Not_a_Scout	selected_giant_ballista	selected_giant_ballista	selected_giant_ballista	1.0
Eas_Hillmen	5	2	cloth	1900	inf_melee	12	inf_mel	9	25	11	Eas_Hillmen_Long	rome_man_axe_shield	rome_infantry_medium_fast	25	11	35	5		0		0	rome_eastern_axe	rome_javelin_precursor	6	pelta	Eas_Hillmen_Tooltip	melee_inf_barb	axemen	false	poorly_trained	0	Eas_Infantry_Officer			true	60.0	1500.0	0.0	melee_infantry_warm	60.0	140.0		0	0	false	excellent_scouting	selected_hillmen	selected_hillmen	selected_inf_melee	1.0
Eas_Horse_Archers	5	15	cloth	2300	cavalry	4	cav_mis	2	9	13	Eas_Horse_Archers_Long	rome_man_composite_bow_cavalry	rome_infantry_light	9	13	30	10	rome_eastern_horse_sword_vl	0		80	rome_shortsword	rome_recurve_bow_horse	4	none	Eas_Horse_Archers_Tooltip	missile_cav	archer_cav	false	poorly_trained	0	Eas_Officer			true	60.0	1500.0	0.0	missile_cavalry_parthian_warm	200.0	200.0		0	18	false	elite_scouting	selected_horse_archers	selected_horse_archers	selected_cavalry_missile	1.0
Eas_Horse_Skirm	5	7	cloth	2300	cavalry	4	cav_mis	2	9	13	Eas_Horse_Skirm_Long	rome_man_javelin_sword_shield_cavalry	rome_infantry_light	9	13	30	10	rome_eastern_horse_sword_shield_vl	0		80	rome_shortsword	rome_javelin_improved	4	pelta_cavalry	Eas_Horse_Skirm_Tooltip	missile_cav	javelin_cav	false	poorly_trained	0	Eas_Officer			true	60.0	1500.0	0.0	missile_cavalry_warm	100.0	200.0		0	18	false	elite_scouting	selected_cavalry_missile	selected_generic	selected_cavalry_missile	0.9
Eas_Javelinmen	5	7	cloth	1900	inf_ranged	3	inf_mis	1	8	12	Car_Libyan_Javelin_Long	rome_man_javelin_sword_shield	rome_infantry_very_light_fast	8	12	20	5		0		0	rome_shortsword	rome_javelin_improved	5	pelta	Eas_Javelinmen_Tooltip	missile_inf	javelinmen	false	trained	0	Eas_Infantry_Officer			true	50.0	1500.0	0.0	missile_infantry_warm	50.0	100.0		0	13	false	average_scouting	selected_javelinmen	selected_javelinmen	selected_inf_missile	0.9
Eas_Kartli_Axemen	5	2	scale	1900	inf_melee	25	inf_mel	25	45	26	Eas_Kartli_Axemen_Long	rome_man_axe_shield	rome_infantry_heavy_fast	43	26	55	15		0		0	rome_eastern_axe	rome_javelin_precursor	6	thureos	Eas_Kartli_Axemen_Tooltip	melee_inf_roman	axemen_good	false	trained	0	Eas_Infantry_Officer			true	40.0	1500.0	0.0	heavy_infantry_warm	40.0	80.0		0	0	false	poor_scouting	selected_karlti_axemen	selected_kartli	selected_inf_melee	1.0
Eas_Large_Onager	5	15	cloth	1900	artillery	7	art_fld	3	9	14	Rom_Onager_Long	rome_man_onager_large_crew	rome_infantry_medium	9	14	35	5		0		0	rome_shortsword		1	none	Eas_Large_Onager_Tooltip	giant_artillery	onager	true	poorly_trained	4	Eas_Officer_Large_Onager		onager_large	true	40.0	500.0	0.0	artillery_warm	40.0	80.0		0	4	false	Not_a_Scout	selected_large_onager	selected_heavy_onager	selected_large_onager	1.0
Eas_Median_Cav	5	0	scale	2300	cavalry	34	cav_mel	30	40	15	Eas_Median_Cav_Long	rome_man_spear_shield_cavalry	rome_infantry_heavy	40	15	50	15	rome_eastern_horse_spear_shield_m	0		80	rome_spear_cav		4	cavalry	Eas_Median_Cav_Tooltip	cav_roman	melee_cav_avg	false	trained	0	Eas_Officer_Spear			true	60.0	1500.0	0.0	melee_cavalry_warm	50.0	100.0		0	0	false	good_scouting	selected_median_cavalry	selected_medians	selected_median_cavalry	1.1
Eas_Mob	5	0	cloth	1900	inf_melee	3	inf_mel	1	5	12	Gre_Mob_Long	rome_man_sword	rome_infantry_very_light_fast	5	12	20	0		0		0	rome_shortsword		5	none	Eas_Mob_Tooltip	missile_inf	mob	false	poorly_trained	0	Eas_Infantry_Officer			true	40.0	1500.0	0.0	melee_infantry_warm	30.0	60.0		0	0	false	terrible_spotting	selected_mob	selected_mob	selected_inf_melee	1.0
Eas_Noble_Blood_Cav	5	0	scale	2300	cavalry	34	cav_mel	30	46	15	Eas_Noble_Blood_Cav_Long	rome_man_spear_shield_cavalry	rome_infantry_heavy	46	15	55	15	rome_eastern_horse_spear_shield_h	0		80	rome_spear_cav		4	cavalry	Eas_Noble_Blood_Cav_Tooltip	cav_roman	melee_cav_good	false	trained	0	Eas_Officer_Spear			true	40.0	1500.0	0.0	melee_cavalry_warm	40.0	80.0		0	0	false	poor_scouting	selected_noble_blood_cavalry	selected_noble_cavalry	selected_cavalry_melee	1.1
Eas_Noble_Horse_Archers	5	15	cataphract	2300	cavalry	22	cav_mis	18	39	19	Eas_Horse_Archers_Long	rome_man_composite_bow_cavalry	rome_infantry_medium	39	19	55	15	cataphract_half_horse	0		80	rome_eastern_sword	rome_recurve_bow_horse	4	none	Eas_Noble_Horse_Archers_Tooltip	missile_cav	archer_cav_elite	false	trained	0	Eas_Cataphract_Officer			true	60.0	1500.0	0.0	missile_cavalry_parthian_warm	50.0	100.0		0	28	false	good_scouting	selected_noble_horse_archers	selected_noble_horse_archers	selected_horse_archers	1.0
Eas_Noble_Spear	5	0	scale	1900	inf_melee	24	inf_spr	24	32	36	Afr_Large_Shield_Warriors_Long	rome_man_spear_shield	rome_infantry_heavy_fast	32	36	60	20		0		0	rome_spear_elite		6	hoplite	Eas_Noble_Spear_Tooltip	melee_inf_roman	spear_good	false	trained	0	Eas_Infantry_Officer			true	50.0	1500.0	0.0	heavy_infantry_warm	40.0	80.0		0	0	false	poor_scouting	selected_noble_spearmen	selected_noble_spearmen	selected_inf_spearmen	1.0
Eas_Onager	5	15	cloth	1900	artillery	6	art_fld	2	9	14	Rom_Onager_Long	rome_man_onager_crew	rome_infantry_medium	9	14	35	5		0		0	rome_shortsword		1	none	Eas_Onager_Tooltip	artillery	onager	false	poorly_trained	4	Eas_Officer_Onager		onager	true	40.0	500.0	0.0	artillery_warm	40.0	80.0		0	4	false	Not_a_Scout	selected_onager	selected_stone_thrower	selected_onager	1.0
Eas_Onager_Bastion	5	25	cloth	1900	artillery	6	art_fld	6	5	14	Rom_Onager_Long	rome_man_onager_crew	rome_infantry_medium	9	14	35	0		0		0	rome_shortsword		1	none	Eas_Onager_Tooltip	artillery	onager	false	poorly_trained	4	Eas_Officer_Onager		onager_bastion	true	40.0	500.0	0.0	artillery_warm	40.0	80.0		0	20	false	Not_a_Scout	selected_onager	selected_stone_thrower	selected_onager	1.0
Eas_Onager_Shp	40	1	cloth	1900	artillery	6	art_fix	2	9	14	Rom_Onager_Long	rome_man_onager_crew	rome_infantry_medium	9	14	35	5		0		0	rome_shortsword		1	none	Eas_Onager_Tooltip	melee_inf_roman_recruits	onager	true	poorly_trained	1	Eas_Officer_Onager		onager_ship	true	100.0	1500.0	0.0	artillery_warm	40.0	80.0		0	4	false	average_scouting	naval_selected_artillery_ship	selected_onager	selected_stone_thrower	1.0
Eas_Par_Sword	5	2	mail	1900	inf_melee	19	inf_mel	26	36	28	Afr_Large_Shield_Warriors_Long	rome_man_sword_shield	rome_infantry_heavy_fast	36	34	60	15		0		0	rome_celtic_hellenic_sword	rome_javelin_precursor	6	thureos	Eas_Parthian_Sword_Tooltip	melee_inf_roman	melee_avg	false	trained	0	Eas_Infantry_Officer			true	50.0	1500.0	0.0	heavy_infantry_warm	50.0	100.0		0	0	false	average_scouting	selected_swords	selected_swordsmen	selected_parthians	1.0
Eas_Parthian_Foot_Archers	5	15	cloth	1900	inf_ranged	4	inf_mis	2	9	13	Eas_Archers_Long	rome_man_composite_bow	rome_infantry_very_light_fast	9	13	35	10		0		0	rome_shortsword	rome_composite_bow	5	none	Eas_Parthian_Foot_Archers_Tooltip	missile_inf	archers	false	poorly_trained	0	Eas_Infantry_Officer			true	50.0	1500.0	0.0	missile_infantry_warm	50.0	100.0		0	18	false	average_scouting	selected_archers	selected_archers	selected_inf_missile	0.9
Eas_Parthian_Horse_Archers	5	15	cloth	2300	cavalry	4	cav_mis	2	10	13	Eas_Horse_Archers_Long	rome_man_composite_bow_cavalry	rome_infantry_light	10	13	40	15	rome_scythian_horse_sword_vl	0		80	rome_shortsword	rome_composite_bow_horse	4	none	Eas_Parthian_Horse_Archers_Tooltip	missile_cav	archer_cav	false	poorly_trained	0	Eas_Officer			true	60.0	1500.0	0.0	missile_cavalry_parthian_warm	60.0	150.0		0	23	false	excellent_scouting	selected_parthian_horse_archers	selected_horse_archers	selected_parthians	0.9
Eas_Persian_Cavalry	5	0	scale	2300	cavalry	67	cav_shk	31	30	15	Afr_Large_Shield_Warriors_Long	rome_man_lance_cavalry	rome_infantry_very_heavy	40	15	60	15	rome_eastern_horse_lance_vh	0		80	rome_lance		4	none	Eas_Persian_Cavalry_Tooltip	cav_roman	shock_cav_avg	false	trained	0	Eas_Officer_Spear			true	40.0	1500.0	0.0	heavy_cavalry_warm	40.0	80.0		0	0	false	average_scouting	selected_cavalry_shock	selected_men_of_persia	selected_cavalry_shock	1.1
Eas_Persian_Hoplites	5	0	leather	1900	inf_melee	20	inf_spr	20	22	34	Eas_Persian_Light_Archers_Long	rome_man_spear_shield	rome_infantry_heavy_fast	22	34	40	10		0		0	rome_spear		6	hoplite	Eas_Persian_Hoplites_Tooltip	melee_inf_roman	spear_avg	false	trained	0	Eas_Infantry_Officer			true	40.0	1500.0	0.0	formed_infantry	40.0	60.0		0	0	false	terrible_spotting	selected_persian_hoplites	selected_persian_hoplites	selected_men_of_persia	1.0
Eas_Persian_Light_Archers	5	15	cloth	1900	inf_ranged	4	inf_mis	2	9	13	Eas_Persian_Light_Archers_Long	rome_man_bow	rome_infantry_very_light_fast	9	13	30	10		0		0	rome_shortsword	rome_recurve_bow	5	none	Eas_Persian_Light_Archers_Tooltip	missile_inf	archers	false	poorly_trained	0	Eas_Infantry_Officer			true	60.0	1500.0	0.0	missile_infantry_warm	60.0	140.0		0	18	false	excellent_scouting	selected_persian_archers	selected_persian_archers	selected_men_of_persia	0.9
Eas_Pontic_Peltasts	5	7	spolas	1900	inf_ranged	10	inf_mis	10	18	15	Gre_Peltasts_Long	rome_man_javelin_sword_shield	rome_infantry_light_fast	18	15	40	10		0		0	rome_shortsword	rome_javelin_improved	5	peltast_thureos	Eas_Pontic_Peltasts_Tooltip	missile_inf	peltasts	false	poorly_trained	0	Eas_Infantry_Officer			true	50.0	1500.0	0.0	missile_infantry_warm	50.0	100.0		0	18	false	good_scouting	selected_peltasts	selected_peltasts	selected_inf_missile	0.9
Eas_Pontic_Sword	5	2	scale	1900	inf_melee	18	inf_mel	12	37	30	Eas_Pontic_Sword_Long	rome_man_sword_shield	rome_infantry_heavy_fast	37	30	50	10		0		0	rome_celtic_hellenic_sword	rome_javelin_precursor	6	thureos	Eas_Pontic_Sword_Tooltip	melee_inf_roman	melee_avg	false	trained	0	Eas_Infantry_Officer			true	50.0	1500.0	0.0	heavy_infantry_warm	50.0	100.0		0	0	false	average_scouting	selected_swords	selected_pontic_swordsmen	selected_men_of_pontus	1.0
Eas_Royal_Cataphracts	5	0	cataphract_elite	2300	cavalry	76	cav_shk	35	38	23	Gre_Hellenic_Cataphracts_Long	rome_man_lance_cavalry	rome_infantry_very_heavy	50	23	65	20	cataphract_elite_horse	0		80	rome_lance_elite		4	none	Eas_Royal_Cataphracts_Tooltip	cav_roman	shock_cav_cat	false	elite	0	Eas_Cataphract_Officer			true	40.0	1500.0	0.0	heavy_cavalry_elite_warm	40.0	80.0		0	0	false	poor_scouting	selected_royal_cataphracts	selected_cataphracts	selected_royal_cataphracts	1.1
Eas_Scorpion	5	30	cloth	1900	artillery	6	art_fix	2	9	14	Rom_Scorpion_Long	rome_man_scorpio_crew	rome_infantry_medium	9	14	35	5		0		0	rome_shortsword		1	none	Eas_Scorpion_Tooltip	artillery	scorpion	true	poorly_trained	4	Eas_Officer_Scorpio		scorpio	true	40.0	500.0	0.0	artillery_warm	40.0	80.0		0	4	false	Not_a_Scout	selected_scorpion	selected_scorpion	selected_scorpion	1.0
Eas_Scorpion_Bastion	5	40	cloth	1900	artillery	6	art_fix	2	5	14	Rom_Scorpion_Long	rome_man_scorpio_crew	rome_infantry_medium	9	14	35	0		0		0	rome_shortsword		1	none	Eas_Scorpion_Tooltip	artillery	scorpion_bastion	true	poorly_trained	4	Eas_Officer_Scorpio		scorpio_bastion	true	40.0	500.0	0.0	artillery_warm	40.0	80.0		0	20	false	Not_a_Scout	selected_scorpion	selected_scorpion	selected_scorpion	1.0
Eas_Scorpion_Pot_Ballista	5	30	cloth	1900	artillery	6	art_fld	2	9	14	Eas_Scorpion_Pot_Ballista_Long	rome_man_ballista_med_crew	rome_infantry_medium	9	14	35	5		0		0	rome_shortsword		1	none	Eas_Scorpion_Pot_Ballista_Tooltip	artillery	ballista	false	poorly_trained	4	Eas_Officer_Ballista		scorpion_pot_thrower	true	40.0	500.0	0.0	artillery_warm	40.0	80.0		0	4	false	Not_a_Scout	selected_ballista	selected_ballista	selected_ballista	1.0
Eas_Slingers	5	25	cloth	1900	inf_ranged	3	inf_mis	1	8	12	Afr_Tribal_Slingers_Long	rome_man_sling	rome_infantry_very_light_fast	8	12	20	5		0		0	rome_shortsword	rome_sling_improved	5	pelta	Eas_Slingers_Tooltip	missile_inf	slingers	false	poorly_trained	0	Eas_Infantry_Officer			true	40.0	1500.0	0.0	missile_infantry_warm	40.0	80.0		0	13	false	average_scouting	selected_slingers	selected_slingers	selected_inf_missile	0.9
Eas_Spear	5	0	cloth	1900	inf_melee	11	inf_spr	10	13	24	Eas_Garrison_Spear_Long	rome_man_spear_shield	rome_infantry_medium	13	24	25	5		0		0	rome_spear		6	tower	Eas_Spear_Tooltip	melee_inf_barb	spear_poor	false	poorly_trained	0	Eas_Infantry_Officer			true	50.0	1500.0	0.0	melee_infantry_warm	50.0	100.0		0	0	false	average_scouting	selected_spears	selected_spears	selected_inf_melee	1.0
Eas_Syrian_Heavy_Archers	5	15	scale	1900	inf_ranged	4	inf_mis	2	10	13	Eas_Syrian_Heavy_Archers_Long	rome_man_bow	rome_infantry_light_fast	10	13	40	10		0		0	rome_shortsword	rome_recurve_bow_elite	5	none	Eas_Syrian_Heavy_Archers_Tooltip	missile_inf	archers_elite	false	trained	0	Eas_Infantry_Officer			true	40.0	1500.0	0.0	missile_infantry_warm	40.0	80.0		0	23	false	average_scouting	selected_heavy_archers	selected_heavy_archers	selected_heavy_archers	0.9
Egy_Archers	5	15	cloth	1900	inf_ranged	3	inf_mis	1	8	12	Egy_Infantry_Long	rome_man_celtic_bow	rome_infantry_very_light	8	12	25	5		0		0	rome_shortsword	rome_bow	5	none	Egy_Archers_Tooltip	missile_inf	archers	false	poorly_trained	0	Gre_Officer			true	40.0	1500.0	0.0	missile_infantry_warm	40.0	80.0		0	13	false	average_scouting	selected_archers	selected_archers	selected_inf_missile	0.9
Egy_Cav	5	0	padded	2300	cavalry	29	cav_mel	25	37	11	Egy_Infantry_Long	rome_man_spear_shield_cavalry	rome_infantry_medium	45	18	40	15	rome_hellenic_horse_spear_shield_m	0		80	rome_spear_cav		4	cavalry	Egy_Cav_Tooltip	cav_roman	melee_cav_poor	false	poorly_trained	0	Gre_Officer_Spear			true	60.0	1500.0	0.0	melee_cavalry_warm	60.0	150.0		0	0	false	excellent_scouting	selected_cavalry	selected_generic_egypt	selected_cavalry_melee	1.1
Egy_Galatian_Royal_Guard	5	2	mail	1900	inf_melee	32	inf_mel	32	50	32	Egy_Galatian_Royal_Guard_Long	rome_man_sword_shield	rome_infantry_very_heavy	50	39	70	20		0		0	rome_celtic_longsword_elite	rome_javelin_precursor	6	celtic	Egy_Galatian_Royal_Guard_Tooltip	melee_inf_barb	melee_good	false	elite	0	Cel_Officer			true	50.0	1500.0	0.0	melee_infantry_elite_warm	50.0	100.0		0	0	false	average_scouting	selected_galatian_royal_guard	selected_galatian_guard	selected_galatians	1.0
Egy_Galatian_Sword	5	2	none	1900	inf_melee	28	inf_mel	22	36	26	Cel_Galatian_Noblemen_Long	rome_man_sword_shield	rome_infantry_medium_fast	32	22	50	10		0		0	rome_celtic_longsword	rome_javelin_precursor	6	celtic	Egy_Galatian_Sword_Tooltip	melee_inf_barb	melee_avg	false	poorly_trained	0	Cel_Officer			true	50.0	1500.0	0.0	melee_infantry_warm	50.0	100.0		0	0	false	average_scouting	selected_swords	selected_swords	selected_galatians	0.8
Egy_Infantry	5	2	padded	1900	inf_melee	8	inf_mel	8	14	14	Egy_Infantry_Long	rome_man_sword_shield	rome_infantry_medium	14	14	30	5		0		0	rome_shortsword	rome_javelin_precursor	6	thureos	Egy_Infantry_Tooltip	melee_inf_roman	melee_poor	false	poorly_trained	0	Gre_Officer			true	50.0	1500.0	0.0	melee_infantry_warm	50.0	100.0		0	0	false	average_scouting	selected_egyptian_infantry	selected_generic_egypt	selected_inf_melee	1.0
Egy_Javelinmen	5	7	cloth	1900	inf_ranged	3	inf_mis	1	8	12	Egy_Infantry_Long	rome_man_javelin_sword_shield	rome_infantry_very_light	8	12	25	5		0		0	rome_shortsword	rome_javelin	5	pelta	Egy_Javelinmen_Tooltip	missile_inf	javelinmen	false	poorly_trained	0	Gre_Officer			true	40.0	1500.0	0.0	missile_infantry_warm	40.0	80.0		0	13	false	average_scouting	selected_javelinmen	selected_javelinmen	selected_inf_missile	0.9
Egy_Karian_Axemen	5	5	cloth	1900	inf_melee	21	inf_mel	10	28	12	Egy_Karian_Axemen_Long	rome_man_axe_shield	rome_infantry_medium	28	12	40	15		0		0	rome_eastern_axe	rome_javelin_light	6	thureos	Egy_Karian_Axemen_Tooltip	melee_inf_barb	axemen	false	trained	0	Gre_Officer			true	50.0	1500.0	0.0	missile_infantry_warm	50.0	100.0		0	0	false	average_scouting	selected_karian_axemen	selected_karian_axemen	selected_inf_melee	1.0
Egy_Mob	5	0	cloth	1900	inf_melee	3	inf_mel	1	5	12	Gre_Mob_Long	rome_man_sword	rome_infantry_very_light	5	12	25	0		0		0	rome_shortsword		5	none	Egy_Mob_Tooltip	missile_inf	mob	false	poorly_trained	0	Gre_Officer			true	40.0	1500.0	0.0	melee_infantry_warm	40.0	60.0		0	0	false	terrible_spotting	selected_mob	selected_mob	selected_inf_melee	1.0
Egy_Nubian_Bowmen	5	15	cloth	1900	inf_ranged	4	inf_mis	2	9	13	Egy_Nubian_Bowmen_Long	rome_man_celtic_bow	rome_infantry_very_light	9	13	35	10		0		0	rome_shortsword	rome_bow_long	5	none	Egy_Nubian_Bowmen_Tooltip	missile_inf	archers	false	poorly_trained	0	dk_kush_officer_low_tier_melee_no_banner			true	50.0	1500.0	0.0	missile_infantry_warm	50.0	100.0		0	18	false	good_scouting	selected_nubian_bowmen	selected_nubians	selected_nubian_bowmen	0.9
Egy_Nubian_Spear	5	0	cloth	1900	inf_melee	24	inf_spr	24	25	28	Egy_Nubian_Spear_Long	rome_man_spear_shield	rome_infantry_light_fast	25	28	50	15		0		0	rome_spear		6	thureos	Egy_Nubian_Spear_Tooltip	melee_inf_roman	spear_avg	false	poorly_trained	0	dk_kush_officer_low_tier_spear			true	50.0	1500.0	0.0	melee_infantry_warm	50.0	100.0		0	0	false	average_scouting	selected_nubian_spearmen	selected_nubians	selected_nubian_spearmen	1.0
Egy_Pike	5	0	padded	1900	inf_melee	4	inf_pik	4	14	23	Gre_Levy_Pike_Long	rome_man_pike	rome_infantry_medium	30	5	30	10		0		0	rome_pike_levy		6	pikemen	Egy_Pike_Tooltip	pikemen	pike_poor	false	poorly_trained	0	Gre_Officer			true	40.0	1500.0	0.0	heavy_infantry_warm	40.0	60.0		0	0	false	very_poor_scouting	selected_pikemen	selected_pikemen	selected_pikemen	1.0
Egy_Slingers	5	25	cloth	1900	inf_ranged	3	inf_mis	1	8	12	Afr_Tribal_Slingers_Long	rome_man_sling	rome_infantry_very_light	8	12	25	5		0		0	rome_shortsword	rome_sling	5	small_bronze	Egy_Slingers_Tooltip	missile_inf	slingers	false	poorly_trained	0	Gre_Officer			true	40.0	1500.0	0.0	missile_infantry_warm	40.0	80.0		0	13	false	average_scouting	selected_slingers	selected_slingers	selected_inf_missile	0.9
Egy_Sobek_Cultists	5	2	padded	1900	inf_melee	22	inf_mel	22	36	36	Egy_Sobek_Cultists_Long	rome_man_sword_shield	rome_infantry_medium	36	36	60	15		0		0	rome_kopis	rome_javelin_precursor	6	thureos	Egy_Sboek_Cultists_Tooltip	melee_inf_roman	melee_poor	false	poorly_trained	0	Gre_Officer			true	50.0	1500.0	0.0	melee_infantry_scare_inspire	50.0	100.0		0	0	false	average_scouting	selected_egyptian_infantry	selected_generic_egypt	selected_inf_melee	1.0
Ger_Ballista	5	15	cloth	1900	artillery	6	art_fld	2	9	14	Rom_Ballista_Long	rome_man_ballista_med_crew	rome_infantry_medium	9	14	35	5		0		0	rome_shortsword		1	none	Ger_Ballista_Tooltip	artillery	ballista	true	rabble	4	Ger_Officer_Ballista		ballista_medium	true	40.0	500.0	0.0	artillery_cold	40.0	80.0		0	4	false	Not_a_Scout	selected_ballista	selected_ballista	selected_ballista	1.0
Ger_Ballista_Bastion	5	25	cloth	1900	artillery	6	art_fld	2	9	14	Rom_Ballista_Long	rome_man_ballista_med_crew	rome_infantry_medium	9	14	35	0		0		0	rome_shortsword		1	none	Ger_Ballista_Tooltip	artillery	ballista	true	rabble	4	Ger_Officer_Ballista		ballista_medium_bastion	true	40.0	500.0	0.0	artillery_cold	40.0	80.0		0	20	false	Not_a_Scout	selected_ballista	selected_ballista	selected_ballista	1.0
Ger_Ballista_Shp	40	1	cloth	1900	artillery	6	art_fix	2	9	14	Rom_Ballista_Long	rome_man_ballista_med_crew	rome_infantry_medium	9	14	35	5		0		0	rome_shortsword		1	none	Ger_Ballista_Tooltip	melee_inf_roman_recruits	ballista	true	trained	1	Ger_Officer_Ballista		ballista_medium_ship	true	40.0	1500.0	0.0	artillery_cold	40.0	80.0		0	4	false	average_scouting	naval_selected_artillery_ship	selected_ballista	selected_ballista	1.0
Ger_Berserkers	5	0	none	1900	inf_melee	51	inf_mel	47	51	31	Ger_Berserkers_Long	rome_man_sword_shield	rome_infantry_berserker	56	31	75	25		0		0	rome_celtic_longsword_bonus_infantry		4	germanic_shock	Ger_Berserkers_Tooltip	melee_inf_barb	melee_good	false	elite	0	Ger_Infantry_Officer			true	50.0	1500.0	0.0	berserker_infantry_cold	50.0	100.0		0	0	false	average_scouting	selected_berserkers	selected_berserkers	selected_berserkers	1.0
